,cohort,founderImage,founders,id,logo,name,projectDescription,projectLocation,projectStatus,sector,website
86,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Robik.png,"[{'col1': 'Moti Tabulo', 'founderName': 'Moti Tabulo'}, {'col1': 'Paul Balança', 'founderName': 'Paul Balança'}]",1627,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Robik.png,Robik AI,"<p><strong></strong></p>
<p><strong>Robik AI</strong> is developing self-driving software that will power the next generation of autonomous last-mile delivery vehicles. Our autonomous driving system uses inexpensive cameras and proprietary machine learning algorithms to sense other road users and navigate around them. We have a functioning prototype and trials agreed with three delivery companies, including Quiqup.</p>
<p></p>
<p><strong><br /></strong></p><p><strong>Moti Tabulo </strong>has a PhD and 15 years of experience in technology development and product management. He co-founded an embedded software startup that he helped grow to 55 people before its acquisition by a company listed on the Swiss stock exchange. </p>
<p><strong><br /></strong></p><p><strong>Paul Balança </strong>has a PhD in Mathematics from the École Centrale Paris where he made ground breaking advancements in probability theory. After postdoctoral research he has been working on computer vision machine learning algorithms for detecting vehicles.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Robotics/IoT', 'value': 'roboticsIot', 'selected': True}",http://robik.ai/
87,"{'label': 'EF6 (London)', 'value': 'ef6London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-2.09.39-PM.png,"[{'col1': 'Frank Collings', 'founderName': 'Frank Collings'}, {'col1': 'Onur Aydogan', 'founderName': 'Onur Aydogan'}]",450,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Sanctum.jpg,Sanctum Technologies,"<p><strong>Sanctum Technologies</strong> is developing noise cancelling technology for commercial airlines that will reduce the din of the engine noise and of the aerodynamic noise, increasing passenger comfort. Sanctum are working with the ISVR who are world-leading experts in noise cancellation and aviation acoustics, with a long-standing partnership with Rolls-Royce. </p>
<p><strong><br /></strong></p>
<p><strong>Frank Collings</strong> is a serial entrepreneur with a degree from Oxford University. He co-founded his first business after graduating and then went on to join a Private Equity firm where he honed his business skills before joining EF.</p>
<p><br /></p>
<p><strong>Onur Aydogan</strong> is a Physicist with an MSc in Atomic and Molecular Physics and holds a second degree in Business Management. Before Sanctum, Onur worked at CERN on the Dark Matter project. Previously, he managed a team of scientists on various research projects from optimising particle detectors and building molecular spectroscopy devices from scratch. He also has extensive experience in creating and selling hardware products like 3D printers. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Aerospace', 'value': 'aerospace', 'selected': True}",
88,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.22.01-AM.png,"[{'col1': 'Lancelot Salavert', 'founderName': 'Lancelot Salavert'}, {'col1': 'Matthias Richard', 'founderName': 'Matthias Richard'}]",454,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Scalia.png,Scalia,"<p>E-commerce requires 10 times more product data than any other channel. Traditional data standardization approaches are obsolete and can waste billions per year, damage brands and slow growth. <strong>Scalia</strong> is the first ever intelligent data exchange platform connecting the worlds of brands and online retailers. We combine an agile and easy to understand standard, state of the art technologies for automating the process, enriching and strengthening the data as well as the latest collaboration techniques</p>
<p><strong><br /></strong></p>
<p><strong>Lancelot Salavert</strong> has built and managed two of the largest e-commerce ventures in Southeast Asia, where he has experienced this exact problem first hand. </p>
<p><strong><br /></strong></p>
<p><strong>Matthias Richard</strong> has studied computer vision at Stanford and ESTP, in Paris. He is an award winning entrepreneur for having founded the largest DYI online community in France</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Commerce/Marketplace', 'value': 'commerceMarketplace', 'selected': True}",http://www.getscalia.com/
89,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.32.47-AM.png,"[{'col1': 'Edward Miller', 'founderName': 'Edward Miller'}, {'col1': 'Huub Heijnen', 'founderName': 'Huub Heijnen'}]",468,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Scape.png,Scape,"<p><strong>Scape</strong> is building the core location infrastructure for city-scale augmented reality &amp; location-based services. No other commercial solution provides localisation with a comparable level of accuracy, scalability or efficiency.</p>
<p><strong><br /></strong></p>
<p><strong>Edward Miller</strong> has been working in AR and VR for the past 7 years, creating work for the likes of Jaguar, ESPN &amp; BBC. In 2014, Edward created the first news documentary for the Oculus Rift and later created the first 360-degree capture of a live surgical operation at the Royal London Hospital</p>
<p><strong><br /></strong></p>
<p><strong>Huub Heijnen</strong> is a specialist in computer vision &amp; self-evolving systems. He graduated from ETH Zurich with a Masters in Robotics. Following his studies, Huub built the world’s first platform for fully autonomous evolution on hardware robots.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'AR/VR/Media', 'value': 'arVrMedia', 'selected': True}",https://scape.io/
90,"{'label': 'EFSG2 (Singapore)', 'value': 'efsg2Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/EFSG1.png,"[{'col1': 'Milad Mohammadzadeh', 'founderName': 'Milad Mohammadzadeh'}, {'col1': 'Sadaf Monajemi', 'founderName': 'Sadaf Monajemi'}]",1672,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/See-Mode.PNG,See-Mode,"<p><b>See-Mode</b> empowers doctors to predict strokes and save lives. With no additional test, See-Mode provides the critical information required for stroke prediction that is missing from current clinical tools. This is achieved by combining medical image analysis, artificial intelligence, and computational fluid dynamics. Strokes are the 2nd cause of death and 1st cause of disability on earth, and See-Mode is determined to fundamentally change this.<br /></p>
<p><b><br /></b></p><p><b>Milad Mohammadzadeh</b> has a PhD in biomedical fluid dynamics and has published his research on novel diagnostic and therapeutic methods in high-impact peer-reviewed journals. He has over 6 years of experience in interdisciplinary research projects.</p>
<p><b><br /></b></p><p><b>Sadaf Monajemi</b> has a PhD and a BSc in Electrical and Computer Engineering with a dual degree in Biomedical Engineering. She has collaborated with leading AI and machine learning experts from UCLA, University of Oxford, and Imperial College.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",https://www.see-mode.com/
91,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-10.59.33-AM.png,"[{'col1': 'Ghislain Tasse', 'founderName': 'Ghislain Tasse'}, {'col1': 'Flora Tasse', 'founderName': 'Flora Tasse'}]",470,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Selerio.png,Selerio,"<p><strong>Selerio</strong> is a real-time video platform for next-generation video-centric applications. It understands the world inside videos and automatically edits them for applications such as product placement.
It is based on innovations in Computer vision, Deep learning, and Distributed Systems. Both founders are experts in those fields. </p>
<p><strong><br /></strong></p>
<p><strong>Flora Tasse </strong>is a research expert in Computer Graphics and Vision, with a PhD at the University of Cambridge. She has over 10 publications at international top venues and won the 2013 Google fellowship in Computer Graphics. She has also worked at Microsoft and <strong>Youtube.</strong></p>
<p><br /></p>
<p><strong>Ghislain Tasse</strong> has a Master in Distributed systems with several publications and worked for major players such as Amazon Web Services. As a Senior Engineer, he built and scaled both teams and products, delivering solutions to AWS biggest customers.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'AR/VR/Media', 'value': 'arVrMedia', 'selected': True}",http://www.selerio.io/
92,"{'label': 'EFSG1 (Singapore)', 'value': 'efsg1Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/Sensor-flow.png,"[{'col1': 'Saikrishnan Ranganathan', 'founderName': 'Saikrishnan Ranganathan'}, {'col1': 'Max Pagel', 'founderName': 'Max Pagel'}]",476,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/SensorFlow.png,SensorFlow,"<p><strong>SensorFlow</strong> makes buildings energy efficient at zero upfront cost. Our end-to-end product, built on top of a proprietary network stack, let's us automate an entire building using a single gateway, does away with complex installations, and optimizes energy consumption instantly. The magic behind our network stack means our customers can pay on a fixed monthly subscription, and avoid any upfront payment for installation or hardware.</p>
<p><br /></p>
<p><strong>Saikrishnan Ranganathan</strong> built home and enterprise energy solutions across 5 different industries in his last company. Previously, at Goldman Sachs he built software that processed huge amounts of trade data in real time.</p>
<p><br /></p>
<p><strong>Max Pagel</strong> built his career on wireless networks, published award winning research on smart space interoperability and has 8 years of experience working as a researcher on embedded systems at National University of Singapore and Technical University of Brunswick. He holds a Master's Degree from Universität zu Lübeck, and has 13 publications in the field.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Robotics/IoT', 'value': 'roboticsIot', 'selected': True}",https://sensorflow.org/
93,"{'label': 'EF8 (London)', 'value': 'ef8London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Sensum.png,"[{'col1': 'Edward Cartwright', 'founderName': 'Edward Cartwright'}, {'col1': 'Agne Kazakeviciute', 'founderName': 'Agne Kazakeviciute'}]",1647,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_square1024/Sensum.png,Sensum Technologies,"<p><span class=""s1""><strong>Sensum Technologies </strong>uses advanced statistical and machine learning algorithms to predict and prevent preterm birth. </span><span class=""s2"">Premature birth is one of the largest causes of infant death globally. In the UK alone, this costs the NHS £3 billion annually. Worldwide, that number amounts to £200 billion. We use existing third-party hardware combined with our time-series analysis of the electrical activity of the body to predict preterm birth.</span><br /></p>
<p><span class=""s2""></span>
</p>
<p><span class=""s2""></span>
</p>
<p><span class=""s2""><strong><br /></strong></span></p>
<p><span class=""s2""><strong>Edward Cartwright</strong> is a paediatric medical doctor, with a PhD in Medicine from the University of Cambridge, where he obtained clinical trial experience. He has published 15 papers including papers in NEJM and Nature, which have been cited over 1300 times.</span></p>
<p><span class=""s2""></span>
</p>
<p><span class=""s2""><strong><br /></strong></span></p>
<p><span class=""s2""><strong>Agne Kazakeviciute</strong> has an MSc in Medical Statistics and a PhD in Statistical Science from UCL. While working towards her PhD, she spent two years working with biomedical sensing and imaging data at  A*STAR Singapore, and published five papers in top statistics and engineering journals.</span></p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",http://www.sensumtechnologies.com/
94,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.15.42-AM.png,"[{'col1': 'Danica Damljanovic', 'founderName': 'Danica Damljanovic'}, {'col1': 'Lorenz Fischer', 'founderName': 'Lorenz Fischer'}]",477,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Sentient-Machines.png,Sentient Machines,"<p><strong>Sentient Machines</strong> uses deep learning to bring customer understanding to the call centre industry. Leveraging recent developments in deep learning, our cloud-based speech analytics platform interprets and learns from customer call interactions, uncovering hidden trends, and enabling cost savings with real-time monitoring.</p>
<p><br /></p>
<p><strong>Danica Damlijanovic</strong> has a PhD in AI and Natural Language Processing and worked in startups analysing natural language conversations and building cutting edge technology such as Siri.
<strong>Lorenz Fischer</strong> has a PhD in Big Data analytics, worked for big companies such as Yahoo, and has already built data insights products using Machine Learning</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Enterprise Solutions', 'value': 'enterpriseSolutions', 'selected': True}",http://sentientmachines.tech/
95,"{'label': 'EFSG1 (Singapore)', 'value': 'efsg1Singapore', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/projects/_w1024/souchef.png,"[{'col1': 'Tushar Mohan', 'founderName': 'Tushar Mohan'}, {'col1': 'Ruihe Cai', 'founderName': 'Ruihe Cai'}]",478,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/Souschef.png,Souschef,"<p><strong>Souschef</strong> creates modular, plug&amp;play automation technology for beverage retailers that allows them to automate the process of making complex beverages while maintaining zero failure rates, easy maintenance and meeting food safety standards.</p>
<p><br /></p>
<p><strong>Tushar Mohan</strong> has a Bachelors in Engineering Product Development from SUTD and a Diploma in Electronics. He is an experienced embedded electronics engineer and has worked on modular robots and automation projects with JVC-Kenwood, Airbus and P&amp;G. </p>
<p><br /></p>
<p><strong>Ruihe Cai</strong> has Bachelors in Mechanical Engineering and a diploma in Manufacturing engineering. He has previously led IEEE &amp; ASME at SUTD. He is an expert in dynamic Parasolid CAD and has worked with Autodesk to implement this in the university curriculum.</p>","{'label': 'Singapore', 'value': 'singapore', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Robotics/IoT', 'value': 'roboticsIot', 'selected': True}",https://www.souschef.co/
96,"{'label': 'EF1 (London)', 'value': 'ef1London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_1_170628_102102.jpg,"[{'col1': 'Vivian Chan', 'founderName': 'Vivian Chan'}, {'col1': 'Niluka Satharasinghe', 'founderName': 'Niluka Satharasinghe'}]",479,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/sparrho-logo.png,Sparrho,"<p>Sparrho’s vision is to democratise science by combining human and machine intelligence. We check 45,000+ journals hourly - create customised feeds (‘channels’) to stay up to date with the latest in science</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Education', 'value': 'education', 'selected': True}",https://www.sparrho.com/
97,"{'label': 'EF1 (London)', 'value': 'ef1London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_1_170628_102102.jpg,"[{'col1': 'Aditya Kasliwal', 'founderName': 'Aditya Kasliwal'}, {'col1': 'Ewan Marshall', 'founderName': 'Ewan Marshall'}]",480,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/speakset_logo.png,Speakset,"<p><strong></strong><strong>SpeakSet</strong> is the world’s simplest remote care service. It enables clinicians to talk to patients using video calling on TVs. The technology has been designed with a focus on accessibility for older patients and is multi-award winning in this category. The service is in use all over the UK and was the first deployed technology in the NHS’s flagship Test Bed programmes. </p>
<p><br /></p>
<p><strong>Adi </strong>studied engineering at Oxford University and has worked on supercars at McLaren. <strong>Ewan</strong> studied physics at Bristol University and was building back-end systems for the likes of Vodafone before the two met on Entrepreneur First.</p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Exited', 'value': 'exited', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",https://www.speakset.com/
98,"{'label': 'EF4 (London)', 'value': 'ef4London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Alumni-Placeholder/_w1024/Pixel_emoji_1_170628_102102.jpg,"[{'col1': 'Ankur Modi', 'founderName': 'Ankur Modi'}, {'col1': 'Mircea Danila Dumitrescu', 'founderName': 'Mircea Danila Dumitrescu'}]",481,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/statustoday-logo.png,Status Today,"<p><strong></strong><strong>StatusToday</strong> analyses human behaviour using AI and organisational psychology to prevent data breaches. Knowing that people are predictable allows StatusToday to bring down breach detection times from several months to a few hours. </p>
<p><br /></p>
<p><strong>Mircea Danila Dumitrescu</strong> has more than 15 years of experience in security and large system architecture as Head of Security at JustEat and deputy CTO at Shopcade.</p>
<p><br /></p>
<p><strong>Ankur Modi</strong> is an ex-Microsoft Engineer with expertise in big data protection and behavioural patterns who drove major deliverables within Microsoft Dynamics and Office 365. His past clients include Dell, eBay, Salesforce and LinkedIn. </p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Data Analytics', 'value': 'dataAnalytics', 'selected': True}",https://www.statustoday.com/
99,"{'label': 'EF7 (London)', 'value': 'ef7London', 'selected': True}",https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/_w1024/Screen-Shot-2017-07-07-at-11.41.51-AM.png,"[{'col1': 'Fouad Al-Noor', 'founderName': 'Fouad Al-Noor'}, {'col1': 'Sven Mischkewitz', 'founderName': 'Sven Mischkewitz'}]",482,https://s3-eu-west-1.amazonaws.com/ef-website-production/assets/Portfolio-Logos/_square1024/ThinkSono.png,ThinkSono,"<p>DVT is a blood clot in the deep vein of the leg. It kills more people than breast cancer, prostate cancer, AIDS, and car accidents combined. DVT costs Europe and the US over $18 billion per year because it can only be diagnosed manually by a radiologist. <strong>ThinkSono </strong>created groundbreaking software using advanced image processing and neural networks to allow any healthcare professional to diagnose DVT using a portable scanner and their own phone. This results in a diagnosis 30x faster, and a fraction of the cost.</p>
<p><br /></p>
<p><strong>Fouad Al-Noor</strong> has a Master’s in Electronic Engineering with Nanotechnology. He wrote his thesis on medical diagnosis and image processing. Before founding ThinkSono, he worked as a researcher at Imperial College London, focusing on medical devices.
</p>
<p><br /></p>
<p><strong>Sven Mischkewitz</strong> is an award-winning full stack engineer. During his studies, he focused on the field of Human-Computer Interaction, and he continued this work on projects for the Max Planck Institute for Brain Research.</p>
<p><br /></p>","{'label': 'London', 'value': 'london', 'selected': True}","{'label': 'Active', 'value': 'active', 'selected': True}","{'label': 'Digital Health', 'value': 'healthcare', 'selected': True}",https://thinksono.com/
